Id,Beds,Baths,ListingType,Area,Population,Schools,Colleges,Universities,Amenties,Airbnbs,CityName,Price,AveragePrice,AboveBelowAvg
M73000004-25868090,2,1,Single Family,1399,6879,4,1,0,19,22,Parry Sound,649900,634281,A
M73000004-25868185,2,2,Condo,1073,213759,24,1,0,77,100,Oakville,785000,953919,B
M73000004-25868301,5,5,Single Family,3878,186948,6,0,0,43,12,Burlington,3750000,1085058,A
M73000004-25868353,2,2,Single Family,1479,2588,0,0,0,0,0,Algonquin Highlands,799000,859067,B
M73000004-25868403,2,2,Rental,1332,32721,3,0,0,0,1,LaSalle,2475,752855,B
M73000004-25868903,0,0,Single Family,2000,136803,0,0,0,0,0,St. Catharines,9200,648367,B
M73000004-25869550,2,2,Condo/Townhome,1100,94415,5,0,0,4,0,Niagara Falls,475000,593623,B
M73000004-25870070,5,3,Multi-Family,1640,7699,3,0,0,6,1,Aylmer,700000,698201,A
M73000004-25870142,4,3,Single Family,2796,256885,0,0,0,0,0,Kitchener,1339400,437374,A
M73000004-25870143,4,3,Single Family,2760,256885,0,0,0,0,0,Kitchener,1352500,437374,A
M73000004-25870145,4,4,Single Family,2731,256885,0,0,0,0,0,Kitchener,1344900,437374,A
M73000004-25870157,2,2,Condo,944,9390,0,0,0,26,69,The Blue Mountains,709000,1066799,B
M73000004-25870231,4,2,Single Family,1000,132485,4,0,2,66,39,Kingston,399900,713186,B
M73000004-25870368,1,1,Single Family,600,6887,0,0,0,0,0,Wainfleet,575000,1175583,B
M73000004-25870419,3,3,Condo/Townhome,2503,99186,3,0,0,25,21,Pickering,759000,923316,B
M73000004-25870455,0,0,Single Family,1150,10424,0,0,0,0,0,Grey Highlands,229000,1131036,B
M73000004-25870626,4,2,Single Family,1530,1974,4,0,0,0,7,Manitouwadge,149900,135158,A
M73000004-25870903,3,2,Single Family,1400,46705,7,0,0,11,11,Woodstock,687173,659229,A
M73000004-25871413,2,1,Single Family,850,1974,0,0,0,0,0,MANITOUWADGE,89999,135158,B
M73000004-25871415,3,3,Condo,1160,147829,5,0,0,90,34,Barrie,565000,584311,B
M73000004-25871571,3,2,Single Family,983,11372,0,0,0,0,0,Elliot Lake,149900,209250,B
M73000004-25871660,4,5,Single Family,2676,136803,4,0,0,14,8,St. Catharines,1800000,648367,A
M73000004-25871671,4,1,Single Family,1320,10077,0,0,0,0,0,Penetanguishene,999900,637694,A
M73000004-25871672,5,5,Single Family,3702,14576,0,0,0,0,0,Severn,2399900,934056,A
M73000004-25871703,4,1,Single Family,1365,957,0,0,0,0,0,Burk's Falls,998500,730950,A
M73000004-25871910,3,3,Rental,1613,9390,0,0,0,22,69,The Blue Mountains,2600,1066799,B
M73000004-25872012,3,2,Single Family,1398,422324,46,0,1,355,94,London,629000,691690,B
M73000004-25872306,3,2,Condo/Townhome,1290,422324,6,0,0,23,35,London,409000,691690,B
M73000004-25872322,5,2,Single Family,1725,954,0,0,0,0,0,Alberton,1449900,,
M73000004-25872384,2,2,Condo,1047,32721,3,0,0,0,1,LaSalle,625100,752855,B
M73000004-25874575,2,2,Condo,1217,229660,7,1,1,10,23,Windsor,575900,428016,A
M73000004-25874631,1,1,Single Family,192,13157,0,0,0,0,0,Gravenhurst,2597000,836966,A
M73000004-25875481,5,4,Single Family,2314,422324,6,0,0,7,27,London,1225000,691690,A
M73000004-25876490,2,2,Condo,1560,422324,26,0,1,73,73,London,783773,691690,A
M73000004-25876525,4,3,Multi-Family,2427,94415,0,1,0,10,48,Niagara Falls,599900,593623,A
M73000004-25876565,6,4,Single Family,2700,11059,11,1,0,92,28,Hamilton,1216000,543702,A
M73000004-25876616,5,3,Single Family,1520,23816,6,0,0,13,28,Thorold,549900,583404,B
M73000004-25876654,3,3,Single Family,1500,12966,0,0,0,0,0,Tiny,839000,1087870,B
M73000004-25876700,5,4,Single Family,2155,422324,17,0,0,103,42,London,864900,691690,A
M73000004-25876841,4,4,Multi-Family,5646,46705,4,1,0,13,7,Woodstock,849900,659229,A
M73000004-25876892,2,2,Single Family,1240,24811,5,1,0,55,32,Collingwood,105000,616427,B
M73000004-25876920,3,2,Single Family,1290,147829,4,0,0,6,14,Barrie,657202,584311,A
M73000004-25877429,2,2,Single Family,649,323103,0,0,0,8,16,Vaughan,689900,869815,B
M73000004-25877436,3,3,Single Family,1299,136803,37,0,1,143,48,St. Catharines,709900,648367,A
M73000004-25877557,2,1,Single Family,1422,7881,4,1,0,14,27,Goderich,569900,625992,B
M73000004-25878015,4,2,Single Family,2700,40410,3,0,0,2,1,Lakeshore,1500000,1482944,A
M73000004-25878070,2,2,Condo,1830,213759,5,1,0,44,29,Oakville,1249000,953919,A
M73000004-25878144,3,3,Multi-Family,1838,20033,4,0,0,29,18,Port Colborne,419888,658762,B
M73000004-25878145,3,3,Single Family,1272,136803,37,0,1,148,49,St. Catharines,689900,648367,A
M73000004-25878150,6,7,Single Family,4040,9390,0,0,0,0,0,The Blue Mountains,3949000,1066799,A
M73000004-25878253,3,3,Single Family,1299,136803,37,0,1,143,48,St. Catharines,709900,648367,A
M73000004-25878254,3,3,Single Family,1272,136803,37,0,1,143,48,St. Catharines,689900,648367,A
M73000004-25878598,4,2,Single Family,1459,11059,3,0,0,35,11,Hamilton,849900,543702,A
M73000004-25878648,4,2,Single Family,890,55750,16,1,0,50,36,Welland,649000,479693,A
M73000004-25878673,5,2,Single Family,1206,11059,7,0,0,39,15,Hamilton,899900,543702,A
M73000004-25878846,4,2,Single Family,1060,11059,13,1,0,95,41,Hamilton,799900,543702,A
M73000004-25878856,2,1,Condo,661,11059,5,0,0,44,31,Hamilton,424900,543702,B
M73000004-25879027,3,3,Single Family,2047,12966,1,0,0,0,7,Tiny,1280000,1087870,A
M73000004-25880653,3,2,Single Family,1035,11059,8,0,1,33,13,Hamilton,839000,543702,A
M73000004-25880654,3,3,Condo,1275,143740,4,0,0,31,21,Guelph,869900,640614,A
M73000004-25880870,4,3,Single Family,1750,55750,3,0,0,25,14,Welland,509900,479693,A
M73000004-25880871,4,3,Multi-Family,1750,55750,3,0,0,25,14,Welland,509900,479693,A
M73000004-25881151,3,3,Single Family,2519,104688,0,0,0,0,0,Brantford,1099000,615780,A
M73000004-25881183,4,1,Single Family,1227,3042,3,0,0,2,1,Athens,535000,1989792,B
M73000004-25881189,3,3,Single Family,1908,422324,0,0,0,0,0,London,698900,691690,A
M73000004-25881215,4,1,Single Family,1466,108843,5,0,0,22,34,Thunder Bay,241718,432568,B
M73000004-25881264,2,2,Condo,892,11059,4,0,0,21,6,Hamilton,633257,543702,A
M73000004-25881272,2,2,Condo,1330,23524,0,0,0,0,0,Amherstburg,739999,758833,B
M73000004-25881284,2,2,Condo,601,2794356,5,0,0,54,100,Toronto,659900,553898,A
M73000004-25881311,2,1,Rental,950,136803,30,0,1,218,52,St. Catharines,1868,648367,B
M73000004-25881378,3,2,Single Family,1384,422324,6,0,0,24,26,London,599900,691690,B
M73000004-25881384,4,3,Single Family,1554,7080,0,0,0,0,0,Chatsworth,649000,869051,B
M73000004-25881502,2,2,Condo,1161,94415,12,0,0,48,48,Niagara Falls,649900,593623,A
M73000004-25881584,1,1,Condo,714,28883,2,0,0,22,25,Grimsby,519000,754703,B
M73000004-25881619,3,3,Condo/Townhome,960,11059,18,1,1,49,41,Hamilton,681000,543702,A
M73000004-25881978,2,2,Condo,1100,256885,4,0,0,34,14,Kitchener,475000,437374,A
M73000004-25882003,5,3,Single Family,1539,21612,6,1,0,40,29,Owen Sound,1059900,562010,A
M73000004-25882148,3,3,Single Family,2172,422324,0,0,0,0,0,London,764900,691690,A
M73000004-25882150,3,3,Single Family,2073,422324,0,0,0,0,0,London,749900,691690,A
M73000004-25882151,3,3,Single Family,2073,422324,0,0,0,0,0,London,749900,691690,A
M73000004-25882203,4,3,Single Family,2295,42840,0,0,0,3,13,St. Thomas,839900,659641,A
M73000004-25882485,3,2,Single Family,993,24862,0,0,0,0,0,Wasaga Beach,684500,619205,A
M73000004-25882851,6,6,Single Family,4563,422324,24,0,0,47,54,London,1799999,691690,A
M73000004-25882930,6,4,Single Family,3067,422324,24,0,1,116,79,London,1499000,691690,A
M73000004-25883049,4,2,Single Family,1300,24862,1,0,0,0,12,Wasaga Beach,1953888,619205,A
M73000004-25883154,3,2,Multi-Family,1500,422324,6,0,0,19,28,London,629900,691690,B
M73000004-25883155,3,2,Multi-Family,1500,422324,6,0,0,19,28,London,629900,691690,B
M73000004-25883156,3,2,Multi-Family,1500,422324,6,0,0,20,28,London,629900,691690,B
M73000004-25883157,5,3,Multi-Family,1500,422324,5,0,0,22,28,London,649900,691690,B
M73000004-25883230,3,2,Single Family,1445,7799,0,0,0,0,0,Central Huron,595000,738483,B
M73000004-25883378,3,2,Single Family,814,1974,4,0,0,0,7,Manitouwadge,131000,135158,B
M73000004-25883384,3,3,Single Family,2623,24811,6,0,0,45,17,Collingwood,1850000,616427,A
M73000004-25883517,2,1,Single Family,1000,18615,0,0,0,0,0,Tillsonburg,734900,680068,A
M73000004-25883732,2,1,Single Family,448,14576,0,0,0,0,0,Severn,965000,934056,A
M73000004-25883791,4,3,Single Family,3150,14967,0,0,0,0,0,KENORA,719900,500069,A
M73000004-25883936,3,2,Single Family,1485,24862,0,0,0,0,0,Wasaga Beach,1259000,619205,A
M73000004-25883950,6,6,Single Family,5284,76581,0,0,0,0,0,Caledon,7172727,1665049,A
M73000004-25884968,3,3,Single Family,2100,43326,1,0,0,3,4,Innisfil,955999,869740,A
M73000004-25885116,2,1,Single Family,860,7944,0,0,0,0,0,Puslinch,2699000,2202183,A
M73000004-25885209,3,3,Single Family,1602,9784,0,0,0,0,0,Brockton,895000,1331920,B
M73000004-25885469,5,3,Single Family,2519,46705,0,0,0,0,0,Woodstock,1259090,659229,A
M73000004-25885821,2,1,Single Family,1225,24862,0,0,0,0,0,Wasaga Beach,799500,619205,A
M73000004-25885832,3,3,Condo,1500,422324,8,0,0,62,24,London,475000,691690,B
M73000004-25885959,6,3,Single Family,1374,24862,1,0,0,1,13,Wasaga Beach,880456,619205,A
M73000004-25885966,3,3,Single Family,2014,11059,0,0,0,7,22,Hamilton,899000,543702,A
M73000004-25886032,6,5,Single Family,2964,32721,2,0,0,0,1,LaSalle,1250000,752855,A
M73000004-25886078,3,2,Condo,3295,717961,17,0,0,36,32,Mississauga,1388800,695793,A
M73000004-25886095,2,1,Rental,610,2794356,7,0,0,22,63,Toronto,2450,553898,B
M73000004-25886108,3,3,Single Family,1908,422324,0,0,0,0,0,London,698900,691690,A
M73000004-25886137,4,2,Multi-Family,1000,422324,5,0,0,56,24,London,549990,691690,B
M73000004-25886147,2,3,Condo,1355,21147,0,0,0,0,0,Huntsville,499000,850383,B
M73000004-25886278,2,2,Condo,690,256885,6,0,0,65,23,Kitchener,499000,437374,A
M73000004-25886363,2,2,Single Family,2400,14967,0,0,0,0,0,Kenora,699900,500069,A
M73000004-25886660,2,0,Single Family,1000,808,0,0,0,0,0,Gore Bay,346136,314633,A
M73000004-25886668,3,3,Single Family,1400,32901,1,0,0,12,7,Fort Erie,650000,669720,B
M73000004-25886780,3,1,Single Family,686,422324,7,0,1,48,32,London,640000,691690,B
M73000004-25886781,5,4,Single Family,2833,422324,29,0,0,49,58,London,1399000,691690,A
M73000004-25886816,1,1,Condo,672,2794356,7,1,2,108,175,Toronto,886000,553898,A
M73000004-25887032,3,1,Single Family,750,121436,5,0,0,2,12,Waterloo,649000,527104,A
M73000004-25887049,6,3,Condo,1400,422324,14,0,0,88,43,London,494900,691690,B
M73000004-25887071,3,2,Single Family,1275,17305,0,0,0,0,0,Bracebridge,2100000,1197393,A
M73000004-25887563,4,5,Single Family,3189,24811,8,1,0,72,32,Collingwood,2588000,616427,A
M73000004-25887564,4,2,Single Family,900,17305,0,0,0,0,0,Bracebridge,674900,1197393,B
M73000004-25887626,5,4,Multi-Family,1844,33232,2,0,0,32,41,Stratford,699900,766153,B
M73000004-25887668,2,1,Condo,760,11059,0,0,0,14,5,Hamilton,399900,543702,B
M73000004-25887732,6,5,Single Family,3207,11059,15,0,0,46,18,Hamilton,1799900,543702,A
M73000004-25887851,3,4,Single Family,3015,213759,1,0,0,100,11,Oakville,2885000,953919,A
M73000004-25887860,4,2,Single Family,1200,147829,25,0,0,58,61,Barrie,699900,584311,A
M73000004-25887871,3,4,Single Family,3221,213759,1,0,0,100,11,Oakville,2945000,953919,A
M73000004-25887872,3,4,Single Family,3099,213759,1,0,0,100,11,Oakville,3035000,953919,A
M73000004-25888416,4,2,Single Family,1460,33411,2,1,0,30,11,Orillia,459900,674312,B
M73000004-25888418,4,2,Single Family,1600,9390,0,0,0,0,0,The Blue Mountains,1500000,1066799,A
M73000004-25888612,4,2,Single Family,1000,24862,0,0,0,0,0,Wasaga Beach,634241,619205,A
M73000004-25888626,5,3,Single Family,1477,108843,7,1,0,18,28,Thunder Bay,699900,432568,A
M73000004-25888677,2,2,Single Family,647,11059,0,0,0,0,0,Hamilton,549000,543702,A
M73000004-25888700,2,2,Rental,932,104688,17,1,0,54,26,Brantford,2200,615780,B
M73000004-25888701,2,1,Rental,932,104688,17,1,0,54,26,Brantford,2200,615780,B
M73000004-25889939,1,1,Single Family,400,13157,1,0,0,13,7,Gravenhurst,360889,836966,B
M73000004-25890014,2,2,Single Family,768,17305,0,0,0,0,0,Bracebridge,749000,1197393,B
M73000004-25890180,3,3,Condo,2010,19088,0,0,0,5,58,Niagara-on-the-Lake,1299000,1651537,B
M73000004-25890201,4,3,Single Family,1298,656480,13,1,0,76,25,Brampton,939999,597778,A
M73000004-25890301,5,3,Single Family,2272,7096,0,0,0,0,0,Bayham,1995000,1049633,A
M73000004-25890353,1,2,Single Family,1268,7944,0,0,0,0,0,Puslinch,669000,2202183,B
M73000004-25890449,3,2,Single Family,1265,94415,1,1,0,20,61,Niagara Falls,735000,593623,A
M73000004-25890465,4,2,Single Family,950,94415,8,0,0,18,16,Niagara Falls,603773,593623,A
M73000004-25890670,1,1,Single Family,430,4404,0,0,0,0,0,Northern Bruce Peninsula,825000,948888,B
M73000004-25890775,3,3,Single Family,2567,23816,0,0,0,0,0,Thorold,1090000,583404,A
M73000004-25890783,1,1,Condo,675,143740,6,0,0,30,19,Guelph,530000,640614,B
M73000004-25891014,2,3,Condo,2010,19088,0,0,0,5,58,Niagara-on-the-Lake,1499000,1651537,B
M73000004-25891040,2,3,Condo,2056,19088,0,0,0,5,58,Niagara-on-the-Lake,1499000,1651537,B
M73000004-25891055,3,3,Condo,2040,19088,0,0,0,5,58,Niagara-on-the-Lake,1299000,1651537,B
M73000004-25891083,3,3,Condo,2040,19088,0,0,0,5,58,Niagara-on-the-Lake,1299000,1651537,B
M73000004-25891086,3,3,Condo,2200,19088,0,0,0,5,58,Niagara-on-the-Lake,1374000,1651537,B
M73000004-25891093,3,3,Condo,2040,19088,0,0,0,5,58,Niagara-on-the-Lake,1334000,1651537,B
M73000004-25891094,3,3,Condo,2100,19088,0,0,0,5,58,Niagara-on-the-Lake,1334000,1651537,B
M73000004-25891507,4,4,Single Family,2156,422324,0,0,0,0,0,London,939900,691690,A
M73000004-25892087,3,2,Condo,1639,132485,0,0,0,85,28,Kingston,820000,713186,A
M73000004-25892088,5,2,Single Family,1019,132485,2,0,0,7,10,Kingston,649900,713186,B
M73000004-25892148,3,2,Rental,1284,24811,0,0,0,2,21,Collingwood,2300,616427,B
M73000004-25892190,2,1,Single Family,850,41145,11,1,0,17,30,Timmins,149900,372517,B
M73000004-25892198,4,4,Single Family,1872,20519,3,0,0,12,17,Cobourg,781186,725369,A
M73000004-25892208,3,1,Single Family,1001,6887,0,0,0,0,0,Wainfleet,659900,1175583,B
M73000004-25892323,4,3,Single Family,2200,32901,2,0,0,24,8,Fort Erie,660000,669720,B
M73000004-25892338,6,2,Single Family,2548,5280,0,0,0,0,0,Seguin,1999000,2393568,B
M73000004-25892481,5,4,Single Family,2346,18615,0,0,0,0,0,Tillsonburg,839000,680068,A
M73000004-25892561,4,2,Condo,1582,24811,3,0,0,26,32,Collingwood,649000,616427,A
M73000004-25892563,4,4,Single Family,3353,11091,0,0,0,0,0,Tay,1369000,747187,A
M73000004-25892565,6,3,Single Family,1700,9390,0,0,0,0,0,The Blue Mountains,38500,1066799,B
M73000004-25892757,2,1,Multi-Family,1800,23816,3,0,0,14,24,Thorold,619900,583404,A
M73000004-25892758,3,3,Single Family,1800,23816,3,0,0,14,24,Thorold,619900,583404,A
M73000004-25892783,1,1,Condo,599,256885,3,0,0,14,22,Kitchener,439000,437374,A
M73000004-25892800,2,2,Condo,1305,15908,0,0,0,6,1,Saugeen Shores,654900,784200,B
M73000004-25892829,2,2,Rental,650,11059,18,1,0,197,47,Hamilton,2988,543702,B
M73000004-25892847,4,2,Single Family,1921,229660,12,1,0,28,46,Windsor,513591,428016,A
M73000004-25892888,3,2,Condo,1075,143740,8,0,0,36,24,Guelph,459900,640614,B
M73000004-25892964,5,3,Single Family,2300,19088,0,1,0,1,2,Niagara-on-the-Lake,1849000,1651537,A
M73000004-25893016,3,2,Single Family,1278,422324,16,0,0,95,49,London,519450,691690,B
M73000004-25893071,4,2,Single Family,957,11059,2,1,0,34,14,Hamilton,459999,543702,B
M73000004-25893143,5,2,Single Family,3516,108843,0,0,0,0,0,Thunder Bay,577371,432568,A
M73000004-25893271,4,1,Single Family,1273,18615,2,0,0,0,9,Tillsonburg,465963,680068,B
M73000004-25893423,3,3,Single Family,1479,6879,6,1,0,27,28,Parry Sound,675000,634281,A
M73000004-25893424,3,4,Rental,1650,9390,0,0,0,21,69,The Blue Mountains,2700,1066799,B
M73000004-25893435,2,3,Single Family,1915,213759,0,0,0,61,2,Oakville,2599000,953919,A
M73000004-25893611,3,2,Single Family,1389,24811,5,1,0,26,14,Collingwood,16000,616427,B
M73000004-25893745,3,1,Rental,2700,32901,2,0,0,30,8,Fort Erie,1700,669720,B
M73000004-25894145,3,1,Single Family,878,46705,1,1,0,2,7,Woodstock,505157,659229,B
M73000004-25894167,7,0,Multi-Family,3238,33411,2,1,0,76,18,Orillia,789900,674312,A
M73000004-25894257,3,1,Single Family,978,19088,0,0,0,0,0,Niagara-on-the-Lake,924900,1651537,B
M73000004-25894322,4,2,Single Family,1680,256885,9,0,0,89,41,Kitchener,949900,437374,A
M73000004-25894325,4,2,Single Family,1010,136803,10,0,0,18,9,St. Catharines,599000,648367,B
M73000004-25894426,4,2,Single Family,1834,11485,0,0,0,0,0,Meaford,780000,894860,B
M73000004-25894519,2,1,Single Family,3060,579,0,0,0,0,0,McGarry,989000,989000,
M73000004-25894908,3,2,Single Family,1175,55750,15,1,0,20,33,Welland,579900,479693,A
M73000004-25894915,6,2,Single Family,1275,11059,18,1,1,68,46,Hamilton,1149000,543702,A
M73000004-25895857,2,2,Condo,717,121436,3,0,1,88,27,Waterloo,399000,527104,B
M73000004-25895872,3,2,Single Family,2000,20033,0,0,0,0,0,Port Colborne,595900,658762,B
M73000004-25896019,2,2,Condo,1240,24811,7,1,0,37,29,Collingwood,675000,616427,A
M73000004-25896063,4,4,Single Family,3670,46705,6,1,0,1,15,Woodstock,1669990,659229,A
M73000004-25896184,3,3,Single Family,1600,19088,0,0,0,13,30,Niagara-on-the-Lake,1490000,1651537,B
M73000004-25896199,3,3,Single Family,1152,7388,0,0,0,0,0,Dryden,89000,376967,B
M73000004-25896248,2,1,Single Family,800,32901,0,0,0,0,0,Fort Erie,649900,669720,B
M73000004-25896255,4,1,Single Family,2233,28883,0,0,0,0,0,Grimsby,1895000,754703,A
M73000004-25896293,6,5,Multi-Family,2250,55750,8,0,0,17,23,Welland,799900,479693,A
M73000004-25896375,4,3,Single Family,2139,422324,15,1,0,35,31,London,821222,691690,A
M73000004-25896383,3,4,Single Family,2507,19088,0,0,0,69,52,Niagara-on-the-Lake,2050000,1651537,A
M73000004-25896387,4,3,Single Family,2700,13131,0,0,0,0,0,West Grey,1745000,1173032,A
M73000004-25896435,2,2,Condo,1005,147829,5,0,0,42,14,Barrie,499900,584311,B
M73000004-25896481,6,5,Single Family,2620,422324,2,0,0,100,20,London,1299800,691690,A
M73000004-25896482,4,3,Single Family,3402,7699,0,0,0,0,0,Aylmer,1080000,698201,A
M73000004-25896502,3,2,Single Family,1151,55750,16,1,0,70,43,Welland,609900,479693,A
M73000004-25896945,4,3,Single Family,2000,94415,13,0,0,20,14,Niagara Falls,750000,593623,A
M73000004-25897012,4,2,Single Family,1833,13131,0,0,0,0,0,West Grey,1390067,1173032,A
M73000004-25897158,3,2,Single Family,1400,5383,0,0,0,0,0,Gananoque,850000,833946,A
M73000004-25897270,3,2,Single Family,1100,11372,9,0,0,2,17,Elliot Lake,140000,209250,B
M73000004-25897280,3,2,Single Family,2542,104688,0,0,0,0,0,Brantford,1299900,615780,A
M73000004-25897370,2,2,Condo,1450,136803,42,0,1,207,54,St. Catharines,630000,648367,B
M73000004-25897442,3,3,Single Family,1807,23017,0,0,0,0,0,Oro-Medonte,1590000,1562528,A
M73000004-25897864,4,2,Single Family,1048,32901,1,0,0,15,7,Fort Erie,625000,669720,B
M73000004-25897905,5,2,Single Family,1342,7386,0,0,0,3,0,St. Marys,799900,719124,A
M73000004-25897997,1,1,Condo,662,28883,1,0,0,22,12,Grimsby,449000,754703,B
M73000004-25897999,2,2,Condo,1360,186948,4,0,0,83,20,Burlington,1299000,1085058,A
M73000004-25898015,4,3,Single Family,1481,422324,6,0,0,110,32,London,749500,691690,A
M73000004-25898063,4,2,Multi-Family,1713,33411,3,1,0,72,19,Orillia,799000,674312,A
M73000004-25898266,3,3,Condo,1514,94415,0,0,0,0,0,Niagara Falls,925000,593623,A
M73000004-25898272,2,2,Single Family,1250,24811,5,1,0,47,32,Collingwood,90000,616427,B
M73000004-25898305,4,2,Single Family,2402,104688,2,0,0,6,12,Brantford,638585,615780,A
M73000004-25898372,7,4,Single Family,2540,94415,11,0,0,19,14,Niagara Falls,1199000,593623,A
M73000004-25898376,3,3,Single Family,2402,132979,0,0,0,0,0,Milton,2150000,865171,A
M73000004-25898377,3,2,Condo,1118,11059,5,0,0,23,9,Hamilton,434571,543702,B
M73000004-25898463,2,2,Single Family,1280,24862,0,0,0,0,0,Wasaga Beach,429900,619205,B
M73000004-25898719,4,5,Single Family,3400,12966,0,0,0,0,0,Tiny,2499777,1087870,A
M73000004-25898832,4,2,Single Family,1360,94415,6,1,0,61,42,Niagara Falls,549900,593623,B
M73000004-25898834,5,6,Single Family,3738,9390,0,0,0,0,0,The Blue Mountains,3849000,1066799,A
M73000004-25899053,3,1,Farm,978,19088,0,0,0,0,0,Niagara-on-the-Lake,924900,1651537,B
M73000004-25899056,3,1,Single Family,1534,11059,0,0,0,0,0,Hamilton,669900,543702,A
M73000004-25899610,3,1,Single Family,1300,32901,0,0,0,0,0,Fort Erie,750000,669720,A
M73000004-25900135,2,2,Condo,1030,213759,24,1,0,77,98,Oakville,789900,953919,B
M73000004-25900154,3,3,Single Family,1839,256885,28,1,0,103,48,Kitchener,903445,437374,A
M73000004-25900450,4,4,Single Family,2880,422324,21,0,0,58,52,London,1124900,691690,A
M73000004-25900558,3,3,Rental,1536,186948,33,0,0,141,56,Burlington,4727,1085058,B
M73000004-25900730,4,4,Single Family,3600,213759,24,1,0,74,97,Oakville,6500,953919,B
M73000004-25900970,3,2,Single Family,1057,4418,7,0,0,3,3,Iroquois Falls,274900,482400,B
M73000004-25900977,2,1,Rental,900,11059,3,0,0,28,14,Hamilton,1750,543702,B
M73000004-25900990,3,4,Single Family,1585,9390,0,0,0,0,0,The Blue Mountains,13180,1066799,B
M73000004-25900994,6,4,Single Family,5300,21701,0,0,0,0,0,Springwater,1561765,992709,A
M73000004-25901123,3,3,Single Family,1100,21147,4,0,0,39,22,Huntsville,630000,850383,B
M73000004-25901249,2,1,Condo,835,28883,2,0,0,22,25,Grimsby,679900,754703,B
M73000004-25901640,2,2,Condo,804,43326,4,0,0,14,53,Innisfil,690800,869740,B
M73000004-25901657,3,2,Single Family,1580,42840,0,0,0,29,18,St. Thomas,589900,659641,B
M73000004-25901659,4,2,Multi-Family,1200,422324,18,0,0,123,51,London,749900,691690,A
M73000004-25901705,4,3,Single Family,1512,6879,0,0,0,0,0,Parry Sound,1499500,634281,A
M73000004-25901943,4,2,Multi-Family,1821,7881,3,1,0,14,22,Goderich,499900,625992,B
M73000004-25902043,3,2,Single Family,1750,22119,0,0,0,2,2,Kingsville,849900,801783,A
M73000004-25902069,3,3,Single Family,1500,19088,0,0,0,0,0,Niagara-on-the-Lake,1999999,1651537,A
M73000004-25902075,2,2,Multi-Family,1459,104688,12,1,0,29,17,Brantford,429900,615780,B
M73000004-25902492,3,2,Single Family,1232,957,0,0,0,0,0,Burk's Falls,499900,730950,B
M73000004-25902633,2,2,Single Family,971,46705,14,1,0,17,19,Woodstock,626377,659229,B
M73000004-25902836,2,2,Single Family,1468,9390,0,0,0,0,0,The Blue Mountains,1088950,1066799,A
M73000004-25902867,3,1,Single Family,1230,1039,0,0,0,0,0,SCHREIBER,199400,146633,A
M73000004-25903337,3,2,Single Family,1100,55750,16,1,0,31,34,Welland,549850,479693,A
M73000004-25903359,5,6,Multi-Family,2312,422324,7,0,1,70,36,London,1050000,691690,A
M73000004-25903360,5,6,Single Family,2312,422324,7,0,1,70,36,London,1050000,691690,A
M73000004-25903383,6,3,Single Family,2000,72047,0,0,0,0,0,Sarnia,1299900,654706,A
M73000004-25903459,4,3,Single Family,2495,422324,22,0,0,60,54,London,949900,691690,A
M73000004-25903480,3,1,Single Family,1100,11059,3,0,0,20,7,Hamilton,324900,543702,B
M73000004-25903537,3,3,Single Family,2400,7944,0,0,0,0,0,Puslinch,2349900,2202183,A
M73000004-25903690,5,2,Single Family,4170,55750,0,0,0,0,0,Welland,977000,479693,A
M73000004-25903772,5,6,Single Family,3730,9390,0,0,0,0,0,The Blue Mountains,3799000,1066799,A
M73000004-25904101,3,2,Single Family,1639,6887,0,0,0,0,0,Wainfleet,945000,1175583,B
M73000004-25904328,2,2,Condo,642,121436,1,1,1,122,28,Waterloo,499000,527104,B
M73000004-25904716,2,1,Rental,835,94415,3,0,0,5,0,Niagara Falls,2119,593623,B
M73000004-25904971,1,1,Condo,600,28883,2,0,0,22,25,Grimsby,449000,754703,B
M73000004-25905061,3,1,Single Family,1442,32901,0,0,0,1,32,Fort Erie,560000,669720,B
M73000004-25905107,3,1,Single Family,893,55750,9,1,0,14,34,Welland,550000,479693,A
M73000004-25905265,5,3,Single Family,1872,138479,3,0,0,11,16,Cambridge,899900,601135,A
M73000004-25905266,5,3,Multi-Family,1872,138479,3,0,0,11,16,Cambridge,899900,601135,A
M73000004-25905289,4,3,Single Family,1125,104688,10,1,0,33,16,Brantford,799000,615780,A
M73000004-25905342,4,3,Single Family,2515,422324,10,0,0,21,32,London,1153545,691690,A
M73000004-25905434,3,2,Single Family,2013,11485,2,0,0,16,24,Meaford,825000,894860,B
M73000004-25905518,2,1,Single Family,704,2588,0,0,0,0,0,Algonquin Highlands,474900,859067,B
M73000004-25905595,3,3,Condo/Townhome,1186,422324,3,0,0,29,20,London,366200,691690,B
M73000004-25905707,2,2,Condo/Townhome,1377,147829,6,1,0,35,14,Barrie,699900,584311,A
M73000004-25905804,2,2,Condo,1001,24811,7,1,0,37,29,Collingwood,564900,616427,B
M73000004-25905886,4,3,Single Family,1460,11485,2,0,0,5,22,Meaford,859000,894860,B
M73000004-25905908,4,4,Single Family,3841,24811,0,0,0,0,0,Collingwood,3500000,616427,A
M73000004-25906036,2,1,Condo,852,229660,3,1,0,22,24,Windsor,239900,428016,B
M73000004-25906043,3,2,Single Family,1800,23524,0,0,0,0,0,Amherstburg,849900,758833,A
M73000004-25906396,3,3,Condo,2270,138479,2,0,0,13,20,Cambridge,1399000,601135,A
